1483225800.0,1.34
1483226400.0,1.3
1483227000.0,1.26
1483227600.0,1.23
1483228200.0,1.22
1483228800.0,1.21
1483229400.0,1.22
1483230000.0,1.23
1483230600.0,1.26
1483231200.0,1.29
1483231800.0,1.34
1483232400.0,1.39
1483233000.0,1.46
1483233600.0,1.53
1483234200.0,1.61
1483234800.0,1.7
1483235400.0,1.8
1483236000.0,1.91
1483236600.0,2.02
1483237200.0,2.13
1483237800.0,2.25
1483238400.0,2.37
1483239000.0,2.5
1483239600.0,2.63
1483240200.0,2.75
1483240800.0,2.88
1483241400.0,3.01
1483242000.0,3.13
1483242600.0,3.26
1483243200.0,3.37
1483243800.0,3.49
1483244400.0,3.6
1483245000.0,3.7
1483245600.0,3.79
1483246200.0,3.88
1483246800.0,3.96
1483247400.0,4.03
1483248000.0,4.09
1483248600.0,4.14
1483249200.0,4.18
1483249800.0,4.21
1483250400.0,4.23
1483251000.0,4.24
1483251600.0,4.23
1483252200.0,4.22
1483252800.0,4.19
1483253400.0,4.16
1483254000.0,4.11
1483254600.0,4.05
1483255200.0,3.99
1483255800.0,3.91
1483256400.0,3.82
1483257000.0,3.73
1483257600.0,3.63
1483258200.0,3.52
1483258800.0,3.4
1483259400.0,3.28
1483260000.0,3.16
1483260600.0,3.03
1483261200.0,2.89
1483261800.0,2.76
1483262400.0,2.62
1483263000.0,2.49
1483263600.0,2.35
1483264200.0,2.22
1483264800.0,2.09
1483265400.0,1.96
1483266000.0,1.83
1483266600.0,1.72
1483267200.0,1.6
1483267800.0,1.5
1483268400.0,1.4
1483269000.0,1.31
1483269600.0,1.23
1483270200.0,1.15
1483270800.0,1.09
1483271400.0,1.04
1483272000.0,1.0
1483272600.0,0.97
1483273200.0,0.94
1483273800.0,0.94
1483274400.0,0.94
1483275000.0,0.95
1483275600.0,0.97
1483276200.0,1.01
1483276800.0,1.05
1483277400.0,1.1
1483278000.0,1.17
1483278600.0,1.24
1483279200.0,1.32
1483279800.0,1.41
1483280400.0,1.5
1483281000.0,1.61
1483281600.0,1.71
1483282200.0,1.83
1483282800.0,1.94
1483283400.0,2.06
1483284000.0,2.19
1483284600.0,2.31
1483285200.0,2.43
1483285800.0,2.56
1483286400.0,2.68
1483287000.0,2.8
1483287600.0,2.92
1483288200.0,3.03
1483288800.0,3.14
1483289400.0,3.24
1483290000.0,3.34
1483290600.0,3.43
1483291200.0,3.51
1483291800.0,3.58
1483292400.0,3.65
1483293000.0,3.71
1483293600.0,3.75
1483294200.0,3.79
1483294800.0,3.82
1483295400.0,3.83
1483296000.0,3.84
1483296600.0,3.83
1483297200.0,3.82
1483297800.0,3.8
1483298400.0,3.76
1483299000.0,3.72
1483299600.0,3.66
1483300200.0,3.6
1483300800.0,3.53
1483301400.0,3.45
1483302000.0,3.37
1483302600.0,3.28
1483303200.0,3.18
1483303800.0,3.08
1483304400.0,2.97
1483305000.0,2.86
1483305600.0,2.75
1483306200.0,2.63
1483306800.0,2.52
1483307400.0,2.4
1483308000.0,2.29
1483308600.0,2.18
1483309200.0,2.07
1483309800.0,1.96
1483310400.0,1.86
1483311000.0,1.77
1483311600.0,1.68
1483312200.0,1.59
1483312800.0,1.52
1483313400.0,1.45
1483314000.0,1.39
1483314600.0,1.34
1483315200.0,1.3
1483315800.0,1.27
1483316400.0,1.25
1483317000.0,1.24
1483317600.0,1.24
1483318200.0,1.25
1483318800.0,1.27
1483319400.0,1.3
1483320000.0,1.34
1483320600.0,1.39
1483321200.0,1.45
1483321800.0,1.52
1483322400.0,1.59
1483323000.0,1.68
1483323600.0,1.77
1483324200.0,1.87
1483324800.0,1.98
1483325400.0,2.09
1483326000.0,2.2
1483326600.0,2.32
1483327200.0,2.45
1483327800.0,2.57
1483328400.0,2.7
1483329000.0,2.82
1483329600.0,2.95
1483330200.0,3.07
1483330800.0,3.2
1483331400.0,3.31
1483332000.0,3.43
1483332600.0,3.54
1483333200.0,3.64
1483333800.0,3.74
1483334400.0,3.83
1483335000.0,3.91
1483335600.0,3.98
1483336200.0,4.05
1483336800.0,4.1
1483337400.0,4.14
1483338000.0,4.18
1483338600.0,4.2
1483339200.0,4.21
1483339800.0,4.22
1483340400.0,4.21
1483341000.0,4.19
1483341600.0,4.16
1483342200.0,4.12
1483342800.0,4.06
1483343400.0,4.0
1483344000.0,3.93
1483344600.0,3.85
1483345200.0,3.76
1483345800.0,3.66
1483346400.0,3.56
1483347000.0,3.45
1483347600.0,3.33
1483348200.0,3.21
1483348800.0,3.08
1483349400.0,2.95
1483350000.0,2.82
1483350600.0,2.68
1483351200.0,2.55
1483351800.0,2.41
1483352400.0,2.28
1483353000.0,2.15
1483353600.0,2.02
1483354200.0,1.9
1483354800.0,1.78
1483355400.0,1.66
1483356000.0,1.55
1483356600.0,1.45
1483357200.0,1.36
1483357800.0,1.27
1483358400.0,1.19
1483359000.0,1.12
1483359600.0,1.07
1483360200.0,1.02
1483360800.0,0.98
1483361400.0,0.95
1483362000.0,0.94
1483362600.0,0.93
1483363200.0,0.94
1483363800.0,0.95
1483364400.0,0.98
1483365000.0,1.01
1483365600.0,1.06
1483366200.0,1.12
1483366800.0,1.18
1483367400.0,1.26
1483368000.0,1.34
1483368600.0,1.43
1483369200.0,1.53
1483369800.0,1.63
1483370400.0,1.74
1483371000.0,1.85
1483371600.0,1.96
1483372200.0,2.08
1483372800.0,2.2
1483373400.0,2.33
1483374000.0,2.45
1483374600.0,2.57
1483375200.0,2.69
1483375800.0,2.81
1483376400.0,2.92
1483377000.0,3.03
1483377600.0,3.14
1483378200.0,3.24
1483378800.0,3.33
1483379400.0,3.42
1483380000.0,3.49
1483380600.0,3.56
1483381200.0,3.63
1483381800.0,3.68
1483382400.0,3.72
1483383000.0,3.76
1483383600.0,3.78
1483384200.0,3.8
1483384800.0,3.8
1483385400.0,3.8
1483386000.0,3.78
1483386600.0,3.75
1483387200.0,3.72
1483387800.0,3.68
1483388400.0,3.62
1483389000.0,3.56
1483389600.0,3.49
1483390200.0,3.41
1483390800.0,3.33
1483391400.0,3.24
1483392000.0,3.15
1483392600.0,3.05
1483393200.0,2.94
1483393800.0,2.84
1483394400.0,2.73
1483395000.0,2.62
1483395600.0,2.51
1483396200.0,2.4
1483396800.0,2.29
1483397400.0,2.18
1483398000.0,2.08
1483398600.0,1.98
1483399200.0,1.88
1483399800.0,1.79
1483400400.0,1.71
1483401000.0,1.63
1483401600.0,1.56
1483402200.0,1.49
1483402800.0,1.44
1483403400.0,1.39
1483404000.0,1.35
1483404600.0,1.33
1483405200.0,1.31
1483405800.0,1.3
1483406400.0,1.3
1483407000.0,1.31
1483407600.0,1.33
1483408200.0,1.36
1483408800.0,1.4
1483409400.0,1.45
1483410000.0,1.51
1483410600.0,1.58
1483411200.0,1.66
1483411800.0,1.74
1483412400.0,1.83
1483413000.0,1.93
1483413600.0,2.03
1483414200.0,2.14
1483414800.0,2.25
1483415400.0,2.36
1483416000.0,2.48
1483416600.0,2.6
1483417200.0,2.72
1483417800.0,2.84
1483418400.0,2.96
1483419000.0,3.08
1483419600.0,3.2
1483420200.0,3.31
1483420800.0,3.42
1483421400.0,3.52
1483422000.0,3.62
1483422600.0,3.71
1483423200.0,3.79
1483423800.0,3.87
1483424400.0,3.94
1483425000.0,4.0
1483425600.0,4.05
1483426200.0,4.09
1483426800.0,4.12
1483427400.0,4.14
1483428000.0,4.15
1483428600.0,4.15
1483429200.0,4.14
1483429800.0,4.12
1483430400.0,4.09
1483431000.0,4.05
1483431600.0,4.0
1483432200.0,3.93
1483432800.0,3.86
1483433400.0,3.79
1483434000.0,3.7
1483434600.0,3.61
1483435200.0,3.5
1483435800.0,3.4
1483436400.0,3.28
1483437000.0,3.17
1483437600.0,3.04
1483438200.0,2.92
1483438800.0,2.79
1483439400.0,2.66
1483440000.0,2.53
1483440600.0,2.4
1483441200.0,2.27
1483441800.0,2.15
1483442400.0,2.03
1483443000.0,1.91
1483443600.0,1.79
1483444200.0,1.68
1483444800.0,1.58
1483445400.0,1.48
1483446000.0,1.39
1483446600.0,1.31
1483447200.0,1.23
1483447800.0,1.17
1483448400.0,1.11
1483449000.0,1.06
1483449600.0,1.03
1483450200.0,1.0
1483450800.0,0.99
1483451400.0,0.98
1483452000.0,0.98
1483452600.0,1.0
1483453200.0,1.02
1483453800.0,1.06
1483454400.0,1.1
1483455000.0,1.15
1483455600.0,1.22
1483456200.0,1.29
1483456800.0,1.36
1483457400.0,1.45
1483458000.0,1.54
1483458600.0,1.64
1483459200.0,1.74
1483459800.0,1.85
1483460400.0,1.96
1483461000.0,2.07
1483461600.0,2.18
1483462200.0,2.3
1483462800.0,2.42
1483463400.0,2.53
1483464000.0,2.65
1483464600.0,2.76
1483465200.0,2.87
1483465800.0,2.97
1483466400.0,3.07
1483467000.0,3.17
1483467600.0,3.26
1483468200.0,3.34
1483468800.0,3.42
1483469400.0,3.49
1483470000.0,3.55
1483470600.0,3.6
1483471200.0,3.65
1483471800.0,3.68
1483472400.0,3.71
1483473000.0,3.72
1483473600.0,3.73
1483474200.0,3.73
1483474800.0,3.72
1483475400.0,3.69
1483476000.0,3.66
1483476600.0,3.63
1483477200.0,3.58
1483477800.0,3.52
1483478400.0,3.46
1483479000.0,3.39
1483479600.0,3.31
1483480200.0,3.23
1483480800.0,3.15
1483481400.0,3.05
1483482000.0,2.96
1483482600.0,2.86
1483483200.0,2.76
1483483800.0,2.66
1483484400.0,2.55
1483485000.0,2.45
1483485600.0,2.35
1483486200.0,2.25
1483486800.0,2.15
1483487400.0,2.06
1483488000.0,1.97
1483488600.0,1.88
1483489200.0,1.8
1483489800.0,1.73
1483490400.0,1.66
1483491000.0,1.6
1483491600.0,1.54
1483492200.0,1.5
1483492800.0,1.46
1483493400.0,1.43
1483494000.0,1.41
1483494600.0,1.4
1483495200.0,1.4
1483495800.0,1.41
1483496400.0,1.42
1483497000.0,1.45
1483497600.0,1.49
1483498200.0,1.53
1483498800.0,1.58
1483499400.0,1.64
1483500000.0,1.71
1483500600.0,1.78
1483501200.0,1.86
1483501800.0,1.95
1483502400.0,2.05
1483503000.0,2.14
1483503600.0,2.25
1483504200.0,2.35
1483504800.0,2.46
1483505400.0,2.57
1483506000.0,2.68
1483506600.0,2.79
1483507200.0,2.9
1483507800.0,3.01
1483508400.0,3.12
1483509000.0,3.23
1483509600.0,3.33
1483510200.0,3.42
1483510800.0,3.52
1483511400.0,3.6
1483512000.0,3.68
1483512600.0,3.75
1483513200.0,3.82
1483513800.0,3.88
1483514400.0,3.93
1483515000.0,3.97
1483515600.0,4.0
1483516200.0,4.02
1483516800.0,4.04
1483517400.0,4.04
1483518000.0,4.03
1483518600.0,4.02
1483519200.0,3.99
1483519800.0,3.96
1483520400.0,3.91
1483521000.0,3.86
1483521600.0,3.8
1483522200.0,3.73
1483522800.0,3.65
1483523400.0,3.57
1483524000.0,3.47
1483524600.0,3.38
1483525200.0,3.27
1483525800.0,3.17
1483526400.0,3.05
1483527000.0,2.94
1483527600.0,2.82
1483528200.0,2.7
1483528800.0,2.58
1483529400.0,2.46
1483530000.0,2.34
1483530600.0,2.23
1483531200.0,2.11
1483531800.0,2.0
1483532400.0,1.89
1483533000.0,1.78
1483533600.0,1.68
1483534200.0,1.59
1483534800.0,1.5
1483535400.0,1.42
1483536000.0,1.35
1483536600.0,1.29
1483537200.0,1.23
1483537800.0,1.18
1483538400.0,1.14
1483539000.0,1.11
1483539600.0,1.09
1483540200.0,1.08
1483540800.0,1.08
1483541400.0,1.09
1483542000.0,1.1
1483542600.0,1.13
1483543200.0,1.16
1483543800.0,1.21
1483544400.0,1.26
1483545000.0,1.32
1483545600.0,1.39
1483546200.0,1.46
1483546800.0,1.54
1483547400.0,1.63
1483548000.0,1.72
1483548600.0,1.81
1483549200.0,1.91
1483549800.0,2.02
1483550400.0,2.12
1483551000.0,2.23
1483551600.0,2.33
1483552200.0,2.44
1483552800.0,2.55
1483553400.0,2.65
1483554000.0,2.76
1483554600.0,2.86
1483555200.0,2.95
1483555800.0,3.04
1483556400.0,3.13
1483557000.0,3.21
1483557600.0,3.29
1483558200.0,3.36
1483558800.0,3.42
1483559400.0,3.48
1483560000.0,3.52
1483560600.0,3.56
1483561200.0,3.59
1483561800.0,3.62
1483562400.0,3.63
1483563000.0,3.64
1483563600.0,3.63
1483564200.0,3.62
1483564800.0,3.6
1483565400.0,3.58
1483566000.0,3.54
1483566600.0,3.5
1483567200.0,3.45
1483567800.0,3.39
1483568400.0,3.33
1483569000.0,3.26
1483569600.0,3.18
1483570200.0,3.11
1483570800.0,3.02
1483571400.0,2.94
1483572000.0,2.85
1483572600.0,2.76
1483573200.0,2.66
1483573800.0,2.57
1483574400.0,2.48
1483575000.0,2.39
1483575600.0,2.3
1483576200.0,2.21
1483576800.0,2.12
1483577400.0,2.04
1483578000.0,1.96
1483578600.0,1.89
1483579200.0,1.82
1483579800.0,1.76
1483580400.0,1.71
1483581000.0,1.66
1483581600.0,1.62
1483582200.0,1.58
1483582800.0,1.56
1483583400.0,1.54
1483584000.0,1.53
1483584600.0,1.53
1483585200.0,1.53
1483585800.0,1.55
1483586400.0,1.57
1483587000.0,1.6
1483587600.0,1.64
1483588200.0,1.69
1483588800.0,1.74
1483589400.0,1.8
1483590000.0,1.87
1483590600.0,1.94
1483591200.0,2.02
1483591800.0,2.1
1483592400.0,2.19
1483593000.0,2.28
1483593600.0,2.37
1483594200.0,2.47
1483594800.0,2.57
1483595400.0,2.67
1483596000.0,2.76
1483596600.0,2.86
1483597200.0,2.96
1483597800.0,3.06
1483598400.0,3.15
1483599000.0,3.24
1483599600.0,3.33
1483600200.0,3.41
1483600800.0,3.49
1483601400.0,3.56
1483602000.0,3.63
1483602600.0,3.69
1483603200.0,3.74
1483603800.0,3.78
1483604400.0,3.82
1483605000.0,3.85
1483605600.0,3.87
1483606200.0,3.88
1483606800.0,3.89
1483607400.0,3.88
1483608000.0,3.87
1483608600.0,3.85
1483609200.0,3.82
1483609800.0,3.78
1483610400.0,3.73
1483611000.0,3.68
1483611600.0,3.62
1483612200.0,3.55
1483612800.0,3.47
1483613400.0,3.39
1483614000.0,3.31
1483614600.0,3.22
1483615200.0,3.12
1483615800.0,3.02
1483616400.0,2.92
1483617000.0,2.81
1483617600.0,2.71
1483618200.0,2.6
1483618800.0,2.49
1483619400.0,2.38
1483620000.0,2.28
1483620600.0,2.17
1483621200.0,2.07
1483621800.0,1.97
1483622400.0,1.88
1483623000.0,1.78
1483623600.0,1.7
1483624200.0,1.62
1483624800.0,1.54
1483625400.0,1.48
1483626000.0,1.42
1483626600.0,1.36
1483627200.0,1.32
1483627800.0,1.28
1483628400.0,1.25
1483629000.0,1.23
1483629600.0,1.21
1483630200.0,1.21
1483630800.0,1.21
1483631400.0,1.22
1483632000.0,1.24
1483632600.0,1.27
1483633200.0,1.31
1483633800.0,1.35
1483634400.0,1.4
1483635000.0,1.46
1483635600.0,1.52
1483636200.0,1.59
1483636800.0,1.67
1483637400.0,1.75
1483638000.0,1.83
1483638600.0,1.92
1483639200.0,2.01
1483639800.0,2.1
1483640400.0,2.2
1483641000.0,2.3
1483641600.0,2.39
1483642200.0,2.49
1483642800.0,2.59
1483643400.0,2.68
1483644000.0,2.77
1483644600.0,2.86
1483645200.0,2.95
1483645800.0,3.03
1483646400.0,3.11
1483647000.0,3.18
1483647600.0,3.25
1483648200.0,3.31
1483648800.0,3.36
1483649400.0,3.41
1483650000.0,3.45
1483650600.0,3.49
1483651200.0,3.52
1483651800.0,3.53
1483652400.0,3.55
1483653000.0,3.55
1483653600.0,3.55
1483654200.0,3.54
1483654800.0,3.52
1483655400.0,3.49
1483656000.0,3.46
1483656600.0,3.42
1483657200.0,3.38
1483657800.0,3.33
1483658400.0,3.27
1483659000.0,3.21
1483659600.0,3.14
1483660200.0,3.07
1483660800.0,3.0
1483661400.0,2.92
1483662000.0,2.84
1483662600.0,2.76
1483663200.0,2.68
1483663800.0,2.59
1483664400.0,2.51
1483665000.0,2.43
1483665600.0,2.35
1483666200.0,2.27
1483666800.0,2.19
1483667400.0,2.12
1483668000.0,2.05
1483668600.0,1.98
1483669200.0,1.92
1483669800.0,1.87
1483670400.0,1.82
1483671000.0,1.78
1483671600.0,1.74
1483672200.0,1.71
1483672800.0,1.68
1483673400.0,1.66
1483674000.0,1.65
1483674600.0,1.65
1483675200.0,1.66
1483675800.0,1.67
1483676400.0,1.69
1483677000.0,1.71
1483677600.0,1.74
1483678200.0,1.78
1483678800.0,1.83
